"word1","word2","n"
"resolve","time",1
"resolve","turn",1
"resource","fracture",1
"resource","have",1
"resource","real",1
"resource","regard",1
"respect","honor",1
"respect","politic",1
"respond","threat",1
"response","new",1
"responsibility","be",1
"responsibility","citizen",1
"responsibility","constant",1
"responsibility","have",1
"responsibility","recognition",1
"responsibility","welcome",1
"responsibility","world",1
"responsible","citizenship",1
"rest","broad",1
"rest","citizen",1
"rest","eternal",1
"rest","faith",1
"rest","final",1
"rest","try",1
"rest","unchanged",1
"restaurant","stand",1
"restless","bold",1
"restless","quest",1
"restore","heal",1
"restore","science",1
"restore","soul",1
"restore","vital",1
"retirement","dignify",1
"retirement","health",1
"retreat","compete",1
"retreat","conquer",1
"return","office",1
"return","truth",1
"revamp","tax",1
"reveal","play",1
"revitalize","democracy",1
"revolution","hope",1
"revolution","much",1
"revolution","renew",1
"revolution","value",1
"revolutionary","belief",1
"reward","come",1
"reward","effort",1
"reward","history",1
"reward","work",1
"rich","fame",1
"rich","harvest",1
"rich","texture",1
"ride","back",1
"right","african",1
"right","dissent",1
"right","life",1
"right","movement",1
"right","nation",1
"right","value",1
"rightful","place",1
"riotous","mob",1
"rise","challenge",1
"rise","middle",1
"rise","occasion",1
"rise","political",1
"rise","tide",1
"rise","treat",1
"risk","gift",1
"risk","make",1
"risk","taker",1
"river","abandon",1
"road","bridge",1
"road","network",1
"road","people",1
"road","unfold",1
"rob","become",1
"rob","law",1
"rocket","head",1
"rocket","move",1
"role","defend",1
"role","usher",1
"role","world",1
"roll","come",1
"roll","specter",1
"route","common",1
"rugged","path",1
"rule","ensure",1
"rule","mob",1
"run","factory",1
"run","nation",1
"rural","urban",1
"rush","day",1
"sacred","grind",1
"sacred","responsibility",1
"sacrifice","ask",1
"sacrifice","bear",1
"sacrifice","do",1
"sacrifice","keep",1
"sacrifice","own",1
"sacrifice","setback",1
"sacrifice","triumph",1
"sacrifice","work",1
"safe","found",1
"safe","harm",1
"safe","record",1
"safe","school",1
"safety","ideal",1
"saint","church",1
"sake","change",1
"sake","own",1
"sake","provide",1
"salute","lifetime",1
"salute","predecessor",1
"same","chance",1
"same","child",1
"same","high",1
"same","journey",1
"same","precise",1
"same","revolutionary",1
"same","solemn",1
"same","source",1
"same","time",1
"same","way",1
"sap","confidence",1
"sap","initiative",1
"satisfy","spirit",1
"save","few",1
"save","union",1
"save","world",1
"say","afford",1
"say","challenge",1
"say","child",1
"say","color",1
"say","endure",1
"say","hear",1
"say","lead",1
"say","moment",1
"say","new",1
"say","quote",1
"say","silent",1
"say","sorrowful",1
"say","spirit",1
"say","walk",1
"scale","ambition",1
"scar","union",1
"scene","different",1
"scholar","young",1
"school","empower",1
"school","fail",1
"school","have",1
"school","split",1
"schoolchild","scientist",1
"science","engulf",1
"science","none",1
"science","rightful",1
"science","teacher",1
"science","terror",1
"scientist","decode",1
"scourge","slavery",1
"scripture","say",1
"scripture","time",1
"sear","memory",1
"search","new",1
"season","american",1
"season","demand",1
"season","reap",1
"season","service",1
"secret","nature",1
"secret","place",1
"secure","deliver",1
"secure","future",1
"secure","liberty",1
"secure","peace",1
"secure","people",1
"secure","retirement",1
"security","dignity",1
"security","emanate",1
"security","last",1
"security","liberty",1
"security","look",1
"security","old",1
"see","app",1
"see","big",1
"see","broad",1
"see","dark",1
"see","embrace",1
"see","friend",1
"see","imagine",1
"see","land",1
"see","light",1
"see","name",1
"see","other",1
"see","promise",1
"see","show",1
"seek","advance",1
"seek","dominion",1
"seek","future",1
"seek","greatness",1
"seek","happiness",1
"seek","invoke",1
"seek","nation",1
"seek","perfect",1
"seek","pleasure",1
"seek","power",1
"seek","reopen",1
"seek","shake",1
"seek","sow",1
"seek","vote",1
"seem","certain",1
"seem","close",1
"seem","destine",1
"seem","tower",1
"segregation","emerge",1
"seize","gladly",1
"seize","opportunity",1
"seize","people",1
"seize","seize",1
"self","destruction",1
"self","government",1
"selflessness","worker",1
"sell","drug",1
"send","pay",1
"serious","many",1
"serious","precise",1
"servant","family",1
"serve","glow",1
"serve","local",1
"serve","nation",1
"serve","oath",1
"serve","other",1
"serve","recognize",1
"serve","today",1
"service","act",1
"service","nation",1
"service","need",1
"service","surround",1
"service","take",1
"service","thank",1
"service","think",1
"service","valley",1
"service","willingness",1
"set","childish",1
"set","clear",1
"set","country",1
"set","politic",1
"setback","good",1
"settle","century",1
"settle","endure",1
"settle","little",1
"shadow","cold",1
"shadow","dome",1
"shake","confidence",1
"shake","foundation",1
"shake","old",1
"shake","remake",1
"shape","change",1
"shape","debate",1
"shape","force",1
"shape","hope",1
"shape","language",1
"shape","uncertain",1
"share","fruit",1
"share","pledge",1
"shed","business",1
"shield","new",1
"shift","stale",1
"shoe","mom",1
"shoe","thing",1
"shoot","sell",1
"shore","icy",1
"short","forget",1
"shortcut","settle",1
"shoulder","increase",1
"shoulder","rise",1
"shoulder","shoulder",1
"shout","low",1
"shout","voice",1
"show","courage",1
"show","little",1
"show","respect",1
"show","transition",1
"show","world",1
"shrink","challenge",1
"shrink","few",1
"shrink","responsibility",1
"shutter","health",1
"shutter","window",1
"sick","body",1
"sick","marginalize",1
"side","begin",1
"side","civility",1
"side","color",1
"side","explore",1
"side","first",1
"side","history",1
"side","join",1
"side","overburden",1
"side","seek",1
"side","unite",1
"sight","land",1
"sight","nation",1
"sight","sound",1
"sight","today",1
"sign","duty",1
"sign","emancipation",1
"sign","weakness",1
"significant","possibility",1
"signify","renewal",1
"silence","dissent",1
"silence","observe",1
"silence","will",1
"simple","powerful",1
"sincerity","subject",1
"sing","unsung",1
"single","american",1
"single","person",1
"sister","republic",1
"sister","treat",1
"size","deficit",1
"size","gross",1
"skepticism","central",1
"skill","courage",1
"skill","need",1
"skill","vision",1
"skin","tenet",1
"slaughter","innocent",1
"slave","half",1
"sleep","free",1
"sleep","know",1
"sleep","unplowed",1
"slow","undo",1
"small","band",1
"small","common",1
"small","fear",1
"small","few",1
"small","life",1
"small","village",1
"small","work",1
"smoke","parent",1
"snow","cap",1
"snow","stain",1
"society","help",1
"society","order",1
"society","unleash",1
"soil","fuel",1
"soldier","meet",1
"soldier","sign",1
"solemn","duty",1
"solemn","forebear",1
"solution","founder",1
"son","daughter",1
"song","mean",1
"sorrowful","day",1
"soul","bring",1
"soul","harden",1
"soul","secure",1
"soul","today",1
"sound","ceremony",1
"sound","foolish",1
"sound","song",1
"source","confidence",1
"source","do",1
"source","hope",1
"source","long",1
"sow","conflict",1
"space","continent",1
"spare","hall",1
"spark","possibility",1
"speak","dream",1
"speak","face",1
"speak","last",1
"speak","loud",1
"speak","other",1
"speak","rise",1
"speak","today",1
"speak","unity",1
"special","pledge",1
"spectacle","politic",1
"specter","warm",1
"speed","travel",1
"speed","urgency",1
"spend","poverty",1
"spend","reform",1
"spill","country",1
"spin","control",1
"spin","year",1
"spirit","believe",1
"spirit","choose",1
"spirit","confer",1
"spirit","define",1
"spirit","give",1
"spirit","inhabit",1
"spirit","service",1
"spirit","strong",1
"spiritual","origin",1
"split","asunder",1
"split","atom",1
"spread","continent",1
"spread","deadly",1
"spread","nation",1
"spread","world",1
"spring","do",1
"spring","reborn",1
"spring","spring",1
"stable","collapse",1
"stage","make",1
"stagnant","wage",1
"stain","blood",1
"stain","legacy",1
"stairway","fill",1
"stake","peaceful",1
"stale","political",1
"stalk","country",1
"stand","alone",1
"stand","beacon",1
"stand","day",1
"stand","edge",1
"stand","go",1
"stand","hero",1
"stand","mighty",1
"stand","other",1
"stand","pat",1
"stand","prideful",1
"stand","shadow",1
"stand","shoe",1
"stand","take",1
"stand","testament",1
"stand","today",1
"stand","value",1
"stand","way",1
"standard","strength",1
"standard","world",1
"star","conquer",1
"star","guide",1
"star","reach",1
"stare","ceil",1
"start","let",1
"starve","body",1
"state","chaos",1
"state","economy",1
"state","hand",1
"state","welcome",1
"statistic","little",1
"stay","hand",1
"steadfastness","sacrifice",1
"steady","spread",1
"steel","resolve",1
"step","do",1
"sterile","battalion",1
"stick","side",1
"still","water",1
"sting","systemic",1
"stop","shout",1
"stop","work",1
"storm","come",1
"storm","stairway",1
"storm","strife",1
"story","decency",1
"story","depend",1
"story","great",1
"story","guide",1
"story","hope",1
"story","inspire",1
"story","sound",1
"story","story",1
"story","tell",1
"strange","brave",1
"strange","different",1
"strange","hope",1
"strange","levee",1
"stranger","union",1
"strangle","politic",1
"street","drug",1
"street","echo",1
"street","hill",1
"street","safe",1
"strength","arm",1
"strength","be",1
"strength","constitution",1
"strength","decency",1
"strength","hear",1
"strength","nation",1
"strength","persevere",1
"strength","sacrifice",1
"strength","spirit",1
"strength","strength",1
"strength","union",1
"strength","weakness",1
"strengthen","achievement",1
"strengthen","shield",1
"stretch","talent",1
"strife","achieve",1
"strife","peace",1
"strive","hopeful",1
"strive","live",1
"strong","alliance",1
"strong","be",1
"strong","break",1
"strong","defense",1
"strong","endure",1
"strong","family",1
"strong","prosperous",1
"strong","step",1
"strong","trust",1
"strong","unite",1
"strong","weak",1
"strong","weaken",1
"struggle","american",1
"struggle","break",1
"struggle","common",1
"struggle","divide",1
"struggle","year",1
"student","engineer",1
"sturdy","alliance",1
"subject","datum",1
"subject","proof",1
"substitute","spectacle",1
"succeed","else",1
"succeed","have",1
"succeed","shrink",1
"succeed","succeed",1
"success","depend",1
"success","economy",1
"success","failure",1
"succumb","dark",1
"succumb","fiction",1
"such","dream",1
"sudden","illness",1
"suffer","border",1
"suffer","die",1
"sufficient","certain",1
"suggest","system",1
"sum","individual",1
"summit","century",1
"summon","call",1
"summon","change",1
"summon","give",1
"summon","myriad",1
"sun","wind",1
"sunshine","freedom",1
"support","campaign",1
"support","democracy",1
"support","do",1
"support","friend",1
"support","let",1
"support","own",1
"support","prevent",1
"support","view",1
"supremacy","domestic",1
"sure","do",1
"sure","friend",1
"sure","reward",1
"sure","route",1
"surpass","achievement",1
"surrender","change",1
"surround","globe",1
"surrounding","enlarge",1
"survival","come",1
"survival","success",1
"survive","city",1
"survive","half",1
"suspicion","fear",1
"suspicion","let",1
"sustain","benefit",1
"sustain","faith",1
"sustain","journey",1
"sustainable","energy",1
"swear","american",1
"swear","enemy",1
"swear","first",1
"swear","today",1
"swear","uphold",1
"sweat","hand",1
"sweat","send",1
"sweatshop","settle",1
"sweep","terrible",1
"swift","act",1
"swill","civil",1
"sword","learn",1
"symbolize","end",1
"system","tolerate",1
"systemic","racism",1
"table","good",1
"take","alone",1
"take","amidst",1
"take","comfort",1
"take","many",1
"take","measure",1
"take","much",1
"take","presidential",1
"take","risk",1
"take","strange",1
"take","strong",1
"taker","doer",1
"taker","free",1
"talent","rejoice",1
"tank","sturdy",1
"tap","ocean",1
"target","old",1
"task","carry",1
"task","grateful",1
"task","make",1
"task","new",1
"task","price",1
"task","time",1
"task","today",1
"taste","bitter",1
"teach","painful",1
"teach","preservation",1
"teach","read",1
"teacher","need",1
"tear","community",1
"tear","have",1
"technology","magical",1
"technology","power",1
"technology","remake",1
"technology","wonder",1
"tell","age",1
"tell","dream",1
"tell","future",1
"tell","power",1
"tell","thing",1
"tell","today",1
"tell","truth",1
"temper","flame",1
"temper","knowledge",1
"temper","quality",1
"temper","war",1
"temperature","unity",1
"tempt","weakness",1
"tenet","faith",1
"term","flourish",1
"terrible","storm",1
"terrific","danger",1
"terror","destruction",1
"terror","let",1
"terror","slaughter",1
"terror","stay",1
"terror","torment",1
"terrorism","confront",1
"test","come",1
"test","crisis",1
"test","go",1
"test","refuse",1
"test","rise",1
"testament","resolve",1
"testimony","national",1
"texture","racial",1
"thank","bottom",1
"thank","million",1
"thank","much",1
"thank","predecessor",1
"thank","service",1
"thing","big",1
"thing","celebrate",1
"thing","change",1
"thing","democracy",1
"thing","important",1
"thing","life",1
"thing","nation",1
"thing","old",1
"thing","sap",1
"thing","true",1
"think","family",1
"think","know",1
"think","power",1
"think","use",1
"think","world",1
"thirty","year",1
"thousand","business",1
"thousand","protester",1
"threat","climate",1
"threat","demand",1
"threat","nuclear",1
"threat","roll",1
"threaten","ancient",1
"threaten","bankrupt",1
"threaten","planet",1
"thrive","be",1
"thrive","community",1
"thrive","person",1
"thrive","secure",1
"thrive","trade",1
"thy","people",1
"tide","prosperity",1
"tie","bind",1
"tiger","end",1
"time","achieve",1
"time","acrimony",1
"time","be",1
"time","boldness",1
"time","break",1
"time","century",1
"time","challenge",1
"time","chance",1
"time","choose",1
"time","cut",1
"time","decision",1
"time","defend",1
"time","face",1
"time","fellow",1
"time","formulate",1
"time","gather",1
"time","have",1
"time","know",1
"time","let",1
"time","mission",1
"time","nation",1
"time","new",1
"time","own",1
"time","pass",1
"time","reach",1
"time","same",1
"time","secret",1
"time","soldier",1
"time","stand",1
"time","sustain",1
"time","test",1
"time","time",1
"time","vote",1
"time","work",1
"timeless","generation",1
"timeless","spirit",1
"timeless","wisdom",1
"timeless","word",1
"today","answer",1
"today","be",1
"today","begin",1
"today","commonplace",1
"today","continue",1
"today","day",1
"today","declare",1
"today","different",1
"today","else",1
"today","evident",1
"today","fall",1
"today","generation",1
"today","goal",1
"today","government",1
"today","grand",1
"today","heir",1
"today","home",1
"today","humble",1
"today","mark",1
"today","much",1
"today","old",1
"today","one",1
"today","peaceful",1
"today","permanent",1
"today","pick",1
"today","pledge",1
"today","speak",1
"today","thank",1
"today","time",1
"today","vision",1
"today","vow",1
"today","we",1
"today","world",1
"together","friend",1
"toil","sweat",1
"toil","sweatshop",1
"toil","tear",1
"tolerance","curiosity",1
"tolerance","humility",1
"tolerance","opportunity",1
"tolerate","many",1
"tomorrow","challenge",1
"tomorrow","grow",1
"tomorrow","support",1
"tomorrow","yesterday",1
"tool","solve",1
"torch","pass",1
"torment","life",1
"total","war",1
"touch","tragedy",1
"tough","deadly",1
"tower","control",1
"trade","innovation",1
"tragedy","exhilarate",1
"train","math",1
"train","worker",1
"transfer","power",1
"transform","school",1
"transform","unity",1
"transition","forty",1
"transition","lead",1
"travel","commerce",1
"travel","land",1
"travel","ocean",1
"treasure","forest",1
"treasure","spill",1
"treat","citizen",1
"treat","else",1
"treat","name",1
"treat","other",1
"trepidation","understand",1
"tribe","dissolve",1
"tribulation","struggle",1
"triumph","candidate",1
"triumph","depression",1
"triumph","promise",1
"trouble","call",1
"trouble","child",1
"trumpet","summon",1
"trust","bestow",1
"trust","fellow",1
"trust","partner",1
"trust","people",1
"trust","public",1
"truth","be",1
"truth","create",1
"truth","defeat",1
"truth","justice",1
"truth","need",1
"truth","rage",1
"truth","recent",1
"truth","take",1
"try","block",1
"try","gain",1
"try","probe",1
"try","resolve",1
"try","shoot",1
"try","solve",1
"try","try",1
"turmoil","triumph",1
"turn","authority",1
"turn","falter",1
"turn","retreat",1
"turn","swear",1
"turn","task",1
"twilight","struggle",1
"twilight","year",1
"tyranny","king",1
"tyranny","long",1
"tyranny","misery",1
"tyranny","poverty",1
"ugly","reality",1
"unalienable","right",1
"uncertain","balance",1
"uncertain","destiny",1
"uncertain","future",1
"uncertain","hand",1
"unchanged","character",1
"uncivil","war",1
"unclench","fist",1
"unclimbed","ridge",1
"uncrossed","desert",1
"understand","be",1
"understand","country",1
"understand","dad",1
"understand","give",1
"understand","greatness",1
"understand","many",1
"understand","nation",1
"understand","outwear",1
"understand","power",1
"understand","time",1
"understand","war",1
"understand","world",1
"understand","worry",1
"undertake","mission",1
"undiminished","time",1
"undo","heavy",1
"undo","human",1
"unfold","remember",1
"unfold","story",1
"unfortunate","may",1
"uniform","temper",1
"union","abolish",1
"union","become",1
"union","century",1
"union","change",1
"union","depend",1
"union","found",1
"union","generation",1
"union","hang",1
"union","mean",1
"union","reality",1
"union","world",1
"uniquely","american",1
"unite","ask",1
"unite","fight",1
"unite","heed",1
"unite","help",1
"unite","people",1
"unity","be",1
"unity","division",1
"unity","do",1
"unity","idea",1
"unity","interest",1
"unity","path",1
"unity","sign",1
"unity","sound",1
"unity","unity",1
"university","meet",1
"unleash","limitless",1
"unleash","science",1
"unmatched","crisis",1
"unmatched","skill",1
"unmistakable","chorus",1
"unpleasant","decision",1
"unplowed","grind",1
"unrivaled","center",1
"unrivaled","prosperity",1
"unsung","leave",1
"untended","great",1
"unwilling","witness",1
"uphold","news",1
"uphold","value",1
"uproot","old",1
"urban","conservative",1
"urgency","have",1
"urgent","question",1
"use","energy",1
"use","security",1
"use","violence",1
"usher","new",1
"value","endure",1
"value","free",1
"value","interest",1
"value","life",1
"value","nation",1
"value","strength",1
"value","success",1
"value","uproot",1
"venture","divide",1
"verse","stand",1
"very","first",1
"very","foundation",1
"very","hour",1
"very","idea",1
"vice","fellow",1
"vice","tell",1
"vice","vice",1
"victim","prejudice",1
"victory","assure",1
"victory","partial",1
"victory","party",1
"view","future",1
"vigilant","do",1
"village","father",1
"village","globe",1
"violence","disease",1
"violence","hatred",1
"violence","seek",1
"violence","silence",1
"virtue","let",1
"virtue","survive",1
"virus","grow",1
"virus","stalk",1
"vision","come",1
"vision","courage",1
"vision","government",1
"vision","high",1
"vision","promise",1
"vital","interest",1
"vital","trust",1
"vitality","national",1
"voice","lift",1
"voice","unmistakable",1
"vote","cast",1
"vote","historic",1
"vote","right",1
"vow","move",1
"vow","set",1
"vulnerable","protect",1
"wage","care",1
"wage","honest",1
"wage","increase",1
"wait","hour",1
"walk","hear",1
"wander","sleep",1
"want","do",1
"want","part",1
"war","assume",1
"war","await",1
"war","brave",1
"war","come",1
"war","discipline",1
"war","end",1
"war","forge",1
"war","let",1
"war","outpace",1
"war","pit",1
"war","reach",1
"war","reject",1
"war","segregation",1
"war","time",1
"war","turn",1
"warm","planet",1
"warm","sunshine",1
"waste","resource",1
"watch","child",1
"watch","thrive",1
"watch","watch",1
"watchful","eye",1
"water","air",1
"water","flow",1
"water","peace",1
"waterway","crop",1
"wave","fill",1
"wave","immigrant",1
"waver","defense",1
"way","advance",1
"way","assume",1
"way","base",1
"way","country",1
"way","course",1
"way","deserve",1
"way","do",1
"way","family",1
"way","follow",1
"way","help",1
"way","liberation",1
"way","life",1
"way","produce",1
"way","restless",1
"way","seek",1
"way","unity",1
"way","use",1
"way","way",1
"way","welcome",1
"we","salute",1
"weak","enlarge",1
"weak","secure",1
"weaken","business",1
"weaken","consequence",1
"weakness","arm",1
"weakness","sincerity",1
"wealth","army",1
"wealth","expand",1
"wealth","faction",1
"wealth","family",1
"weapon","alarm",1
"weapon","generation",1
"weapon","mastery",1
"weapon","port",1
"wear","dogma",1
"weary","do",1
"week","last",1
"week","month",1
"welcome","believe",1
"welcome","bend",1
"welcome","rank",1
"welcome","strive",1
"welfare","roll",1
"welfare","work",1
"wellspring","justice",1
"west","know",1
"whip","plow",1
"whole","candle",1
"whole","world",1
"whom","belong",1
"wield","technology",1
"wife","mother",1
"wife","son",1
"wilderness","success",1
"will","conscience",1
"will","heart",1
"will","press",1
"will","stand",1
"will","unclench",1
"willingness","find",1
"willingness","nurture",1
"win","much",1
"win","peace",1
"wind","road",1
"wind","soil",1
"window","help",1
"winter","hardship",1
"winter","hope",1
"winter","peril",1
"winter","word",1
"wisdom","face",1
"wisdom","knowledge",1
"wish","good",1
"witness","endure",1
"witness","permit",1
"woman","achieve",1
"woman","american",1
"woman","march",1
"woman","obscure",1
"woman","sing",1
"woman","steadfastness",1
"woman","struggle",1
"woman","uniform",1
"wonder","keep",1
"wonder","raise",1
"wonder","science",1
"word","ancient",1
"word","citizen",1
"word","form",1
"word","go",1
"word","good",1
"word","hope",1
"word","level",1
"word","move",1
"word","read",1
"word","reality",1
"word","right",1
"word","scripture",1
"work","bless",1
"work","cost",1
"work","courage",1
"work","democracy",1
"work","family",1
"work","go",1
"work","good",1
"work","government",1
"work","hand",1
"work","help",1
"work","imperfect",1
"work","important",1
"work","lessen",1
"work","make",1
"work","new",1
"work","own",1
"work","personal",1
"work","provide",1
"work","read",1
"work","rebuild",1
"work","remake",1
"work","season",1
"work","seek",1
"work","shape",1
"work","shoulder",1
"work","sick",1
"work","today",1
"work","turn",1
"work","wage",1
"worker","cut",1
"worker","farmer",1
"worker","productive",1
"workforce","expel",1
"world","act",1
"world","aid",1
"world","arm",1
"world","assembly",1
"world","boundary",1
"world","child",1
"world","communication",1
"world","compete",1
"world","democracy",1
"world","depth",1
"world","different",1
"world","divide",1
"world","duty",1
"world","economy",1
"world","engine",1
"world","enough",1
"world","enrich",1
"world","environment",1
"world","few",1
"world","force",1
"world","free",1
"world","go",1
"world","great",1
"world","grow",1
"world","height",1
"world","hold",1
"world","ignite",1
"world","indispensable",1
"world","know",1
"world","law",1
"world","let",1
"world","look",1
"world","meet",1
"world","mighty",1
"world","much",1
"world","old",1
"world","powerful",1
"world","productive",1
"world","purpose",1
"world","repeat",1
"world","resource",1
"world","same",1
"world","see",1
"world","seek",1
"world","stage",1
"world","strong",1
"world","together",1
"world","tyranny",1
"world","warm",1
"world","watch",1
"world","wealth",1
"worldly","possession",1
"worry","forget",1
"worry","job",1
"worship","way",1
"wound","rekindle",1
"writ","run",1
"write","american",1
"write","liberty",1
"write","much",1
"write","next",1
"write","people",1
"wrong","cure",1
"wrong","side",1
"wrong","waste",1
"year","advance",1
"year","birth",1
"year","capacity",1
"year","have",1
"year","inaugural",1
"year","internet",1
"year","lead",1
"year","lose",1
"year","make",1
"year","man",1
"year","much",1
"year","pandemic",1
"year","rejoice",1
"year","spend",1
"year","touch",1
"yes","form",1
"yes","important",1
"yesterday","challenge",1
"young","answer",1
"young","nation",1
"young","people",1
"young","season",1
"young","spirit",1
"young","student",1
