"item1","item2","correlation"
"today","let",0.0917582417582417
"promise","power",0.091044776119403
"promise","change",0.091044776119403
"power","promise",0.091044776119403
"change","promise",0.091044776119403
"good","power",0.0906277954008493
"citizen","much",0.0906277954008493
"power","good",0.0906277954008493
"citizen","good",0.0906277954008493
"much","citizen",0.0906277954008493
"good","citizen",0.0906277954008493
"hope","history",0.0903261054058723
"history","hope",0.0903261054058723
"stand","hope",0.0903261054058723
"land","hope",0.0903261054058723
"hope","stand",0.0903261054058723
"hope","land",0.0903261054058723
"nation","fellow",0.0902070797012425
"do","fellow",0.0902070797012425
"fellow","nation",0.0902070797012425
"be","nation",0.0902070797012425
"fellow","do",0.0902070797012425
"be","do",0.0902070797012425
"man","do",0.0902070797012425
"nation","be",0.0902070797012425
"do","be",0.0902070797012425
"do","man",0.0902070797012425
"generation","world",0.0885544739573305
"world","generation",0.0885544739573305
"give","come",0.0882134941681809
"make","century",0.0882134941681809
"make","american",0.0882134941681809
"century","make",0.0882134941681809
"american","make",0.0882134941681809
"come","give",0.0882134941681809
"generation","give",0.0882134941681809
"give","generation",0.0882134941681809
"year","people",0.0878746359000099
"people","year",0.0878746359000099
"man","life",0.0874125874125874
"life","man",0.0874125874125874
"make","know",0.0860895797686867
"know","make",0.0860895797686867
"give","new",0.0849995172880626
"new","give",0.0849995172880626
"own","much",0.084987582361556
"land","good",0.084987582361556
"much","own",0.084987582361556
"good","land",0.084987582361556
"great","have",0.0848270180514332
"have","great",0.0848270180514332
"child","great",0.0848270180514332
"great","child",0.0848270180514332
"time","century",0.0832519777447898
"time","american",0.0832519777447898
"century","time",0.0832519777447898
"american","time",0.0832519777447898
"time","way",0.0811641255929457
"way","time",0.0811641255929457
"work","challenge",0.0804663713906278
"challenge","work",0.0804663713906278
"stand","world",0.0803997768105293
"world","stand",0.0803997768105293
"have","day",0.0801061051265219
"day","have",0.0801061051265219
"american","have",0.0801061051265219
"have","american",0.0801061051265219
"generation","child",0.0801061051265219
"child","generation",0.0801061051265219
"generation","democracy",0.0798746655255384
"way","century",0.0798746655255384
"way","american",0.0798746655255384
"century","way",0.0798746655255384
"american","way",0.0798746655255384
"democracy","generation",0.0798746655255384
"year","much",0.0796404767399394
"much","year",0.0796404767399394
"do","power",0.0795973964074831
"promise","nation",0.0795973964074831
"power","do",0.0795973964074831
"nation","promise",0.0795973964074831
"good","much",0.0793650793650794
"much","good",0.0793650793650794
"great","challenge",0.0789705400655761
"challenge","great",0.0789705400655761
"other","great",0.0789705400655761
"great","other",0.0789705400655761
"make","challenge",0.0788977128601799
"challenge","make",0.0788977128601799
"other","make",0.0788977128601799
"make","other",0.0788977128601799
"work","much",0.0777713771047819
"work","good",0.0777713771047819
"much","work",0.0777713771047819
"good","work",0.0777713771047819
"promise","child",0.0756324640590515
"child","promise",0.0756324640590515
"land","power",0.0752311542992532
"government","power",0.0752311542992532
"own","change",0.0752311542992532
"freedom","citizen",0.0752311542992532
"change","own",0.0752311542992532
"power","land",0.0752311542992532
"citizen","freedom",0.0752311542992532
"power","government",0.0752311542992532
"promise","make",0.0748455798677612
"citizen","make",0.0748455798677612
"citizen","give",0.0748455798677612
"make","promise",0.0748455798677612
"make","citizen",0.0748455798677612
"give","citizen",0.0748455798677612
"hope","democracy",0.0734160296013882
"democracy","hope",0.0734160296013882
"give","much",0.0725323566482074
"much","give",0.0725323566482074
"work","hope",0.071445957422405
"hope","work",0.071445957422405
"have","history",0.0714220653041261
"history","have",0.0714220653041261
"own","have",0.0714220653041261
"freedom","have",0.0714220653041261
"freedom","child",0.0714220653041261
"have","own",0.0714220653041261
"have","freedom",0.0714220653041261
"child","freedom",0.0714220653041261
"be","day",0.0709929627506096
"man","day",0.0709929627506096
"man","century",0.0709929627506096
"day","be",0.0709929627506096
"day","man",0.0709929627506096
"century","man",0.0709929627506096
"let","people",0.0707073820061212
"people","let",0.0707073820061212
"let","good",0.0705300630647554
"good","let",0.0705300630647554
"stand","new",0.0686297155851484
"government","let",0.0686297155851484
"new","stand",0.0686297155851484
"let","government",0.0686297155851484
"time","challenge",0.068600334706873
"challenge","time",0.068600334706873
"nation","american",0.0685354429398013
"do","american",0.0685354429398013
"american","nation",0.0685354429398013
"american","do",0.0685354429398013
"child","know",0.0681554201096478
"know","child",0.0681554201096478
"man","know",0.0670154048787627
"know","man",0.0670154048787627
"know","challenge",0.0663431115542844
"challenge","know",0.0663431115542844
"life","challenge",0.0651209770558879
"challenge","life",0.0651209770558879
"great","american",0.0641387629210376
"american","great",0.0641387629210376
"man","work",0.0641030206336529
"work","man",0.0641030206336529
"today","fellow",0.0619863818481061
"fellow","today",0.0619863818481061
"man","let",0.0619863818481061
"let","man",0.0619863818481061
"promise","great",0.0610500488758979
"great","promise",0.0610500488758979
"own","make",0.0607350658727176
"government","make",0.0607350658727176
"own","give",0.0607350658727176
"government","give",0.0607350658727176
"make","own",0.0607350658727176
"give","own",0.0607350658727176
"make","government",0.0607350658727176
"give","government",0.0607350658727176
"change","life",0.059237051624365
"citizen","life",0.059237051624365
"change","be",0.059237051624365
"life","change",0.059237051624365
"be","change",0.059237051624365
"life","citizen",0.059237051624365
"man","citizen",0.059237051624365
"citizen","man",0.059237051624365
"people","hope",0.0582960717835835
"hope","people",0.0582960717835835
"promise","way",0.0581363907615607
"way","promise",0.0581363907615607
"promise","year",0.058107349443517
"year","promise",0.058107349443517
"work","have",0.0579139111868978
"have","work",0.0579139111868978
"know","today",0.0576556660197055
"today","know",0.0576556660197055
"make","have",0.0573101865117002
"give","have",0.0573101865117002
"have","make",0.0573101865117002
"have","give",0.0573101865117002
"land","work",0.0570512955788706
"work","land",0.0570512955788706
"promise","world",0.0568247047711702
"world","promise",0.0568247047711702
"year","time",0.0551759650548097
"time","year",0.0551759650548097
"time","know",0.0550768517251993
"know","time",0.0550768517251993
"let","time",0.0547562941427901
"time","let",0.0547562941427901
"american","day",0.0543478260869565
"generation","come",0.0543478260869565
"day","american",0.0543478260869565
"come","generation",0.0543478260869565
"promise","today",0.0531483760522246
"promise","let",0.0531483760522246
"today","promise",0.0531483760522246
"let","promise",0.0531483760522246
"world","way",0.0531216185231121
"way","world",0.0531216185231121
"child","democracy",0.0518926500077293
"way","have",0.0518926500077293
"have","way",0.0518926500077293
"child","way",0.0518926500077293
"democracy","child",0.0518926500077293
"way","child",0.0518926500077293
"other","day",0.0518121640588197
"day","other",0.0518121640588197
"generation","other",0.0518121640588197
"other","generation",0.0518121640588197
"challenge","democracy",0.0505127818561108
"democracy","challenge",0.0505127818561108
"way","challenge",0.0505127818561108
"challenge","way",0.0505127818561108
"government","history",0.0495798319327731
"freedom","stand",0.0495798319327731
"government","land",0.0495798319327731
"stand","freedom",0.0495798319327731
"history","government",0.0495798319327731
"land","government",0.0495798319327731
"child","today",0.0488216338515932
"new","have",0.0488216338515932
"today","child",0.0488216338515932
"have","new",0.0488216338515932
"nation","much",0.0475187335248722
"do","much",0.0475187335248722
"much","nation",0.0475187335248722
"much","do",0.0475187335248722
"history","fellow",0.0467614894172463
"land","fellow",0.0467614894172463
"freedom","fellow",0.0467614894172463
"fellow","history",0.0467614894172463
"life","history",0.0467614894172463
"man","history",0.0467614894172463
"history","life",0.0467614894172463
"freedom","be",0.0467614894172463
"fellow","land",0.0467614894172463
"history","man",0.0467614894172463
"fellow","freedom",0.0467614894172463
"be","freedom",0.0467614894172463
"make","year",0.0453718718511805
"year","make",0.0453718718511805
"year","nation",0.0444602553465613
"nation","year",0.0444602553465613
"year","know",0.0442987937394088
"know","year",0.0442987937394088
"power","day",0.044145392784392
"change","come",0.044145392784392
"day","power",0.044145392784392
"american","power",0.044145392784392
"promise","century",0.044145392784392
"power","american",0.044145392784392
"come","change",0.044145392784392
"century","promise",0.044145392784392
"new","democracy",0.0438982738703651
"democracy","new",0.0438982738703651
"make","way",0.0434442638482585
"give","way",0.0434442638482585
"way","make",0.0434442638482585
"way","give",0.0434442638482585
"make","fellow",0.0426188391762268
"fellow","make",0.0426188391762268
"man","give",0.0426188391762268
"give","man",0.0426188391762268
"time","nation",0.0423497723011324
"time","do",0.0423497723011324
"nation","time",0.0423497723011324
"do","time",0.0423497723011324
"power","hope",0.0418002648473171
"hope","power",0.0418002648473171
"world","have",0.04050702233639
"have","world",0.04050702233639
"let","day",0.0397121826825994
"new","come",0.0397121826825994
"come","new",0.0397121826825994
"day","let",0.0397121826825994
"generation","let",0.0397121826825994
"let","generation",0.0397121826825994
"child","fellow",0.0396294590186003
"fellow","child",0.0396294590186003
"good","come",0.0382071862177123
"century","much",0.0382071862177123
"american","much",0.0382071862177123
"much","century",0.0382071862177123
"much","american",0.0382071862177123
"come","good",0.0382071862177123
"life","nation",0.0357069690484085
"nation","life",0.0357069690484085
"let","do",0.0349825131140721
"do","let",0.0349825131140721
"way","history",0.0345473716310737
"history","way",0.0345473716310737
"stand","way",0.0345473716310737
"land","way",0.0345473716310737
"way","stand",0.0345473716310737
"way","land",0.0345473716310737
"other","new",0.0340777741530204
"new","other",0.0340777741530204
"let","other",0.0340777741530204
"other","let",0.0340777741530204
"people","fellow",0.0334906692770369
"fellow","people",0.0334906692770369
"own","day",0.0332449198912417
"stand","century",0.0332449198912417
"government","century",0.0332449198912417
"century","stand",0.0332449198912417
"day","own",0.0332449198912417
"century","government",0.0332449198912417
"do","history",0.0329620266995563
"history","do",0.0329620266995563
"own","do",0.0329620266995563
"do","own",0.0329620266995563
"work","time",0.029748984767207
"time","work",0.029748984767207
"promise","good",0.0295067240839975
"good","promise",0.0295067240839975
"democracy","fellow",0.0292641416553565
"fellow","democracy",0.0292641416553565
"time","day",0.029200320552277
"day","time",0.029200320552277
"generation","time",0.029200320552277
"time","generation",0.029200320552277
"make","come",0.0273041767663417
"come","make",0.0273041767663417
"nation","have",0.0270765180536941
"have","nation",0.0270765180536941
"child","nation",0.0270765180536941
"nation","child",0.0270765180536941
"world","hope",0.0270063014706494
"hope","world",0.0270063014706494
"make","hope",0.0269023134667727
"give","hope",0.0269023134667727
"hope","make",0.0269023134667727
"hope","give",0.0269023134667727
"be","fellow",0.0265734265734265
"fellow","be",0.0265734265734265
"know","democracy",0.0253795662542294
"democracy","know",0.0253795662542294
"life","great",0.0245686964085869
"be","great",0.0245686964085869
"great","life",0.0245686964085869
"great","be",0.0245686964085869
"new","year",0.0234632861113739
"year","new",0.0234632861113739
"citizen","do",0.0232967989485317
"do","citizen",0.0232967989485317
"power","challenge",0.0226942830112748
"change","challenge",0.0226942830112748
"citizen","challenge",0.0226942830112748
"challenge","power",0.0226942830112748
"change","other",0.0226942830112748
"challenge","change",0.0226942830112748
"other","change",0.0226942830112748
"challenge","citizen",0.0226942830112748
"child","come",0.022509153506626
"come","child",0.022509153506626
"own","world",0.0221099386228955
"land","world",0.0221099386228955
"world","own",0.0221099386228955
"world","land",0.0221099386228955
"generation","year",0.0211979564248492
"year","generation",0.0211979564248492
"own","hope",0.020162077099525
"government","hope",0.020162077099525
"hope","own",0.020162077099525
"hope","government",0.020162077099525
"stand","much",0.0201286379277369
"freedom","much",0.0201286379277369
"much","stand",0.0201286379277369
"much","freedom",0.0201286379277369
"way","democracy",0.0193236714975845
"democracy","way",0.0193236714975845
"democracy","day",0.0155311849632991
"day","democracy",0.0155311849632991
"come","democracy",0.0155311849632991
"american","democracy",0.0155311849632991
"democracy","come",0.0155311849632991
"democracy","american",0.0155311849632991
"generation","way",0.0155311849632991
"way","generation",0.0155311849632991
"change","have",0.0152652679752214
"have","change",0.0152652679752214
"do","century",0.0148184741491463
"century","do",0.0148184741491463
"hope","fellow",0.0125068990898454
"fellow","hope",0.0125068990898454
"life","hope",0.0125068990898454
"man","hope",0.0125068990898454
"hope","life",0.0125068990898454
"hope","man",0.0125068990898454
"world","much",0.0124821810315683
"much","world",0.0124821810315683
"make","much",0.0124341182825498
"much","make",0.0124341182825498
"be","come",0.0110280330486383
"life","american",0.0110280330486383
"man","american",0.0110280330486383
"american","life",0.0110280330486383
"come","be",0.0110280330486383
"american","man",0.0110280330486383
"promise","give",0.0110067029217296
"give","promise",0.0110067029217296
"nation","democracy",0.0100826945644532
"democracy","nation",0.0100826945644532
"be","know",0.009855206599818
"know","be",0.009855206599818
"year","good",0.00965339111999267
"good","year",0.00965339111999267
"give","other",0.00956335913456726
"other","give",0.00956335913456726
"stand","today",0.00951302988308986
"stand","let",0.00951302988308986
"freedom","let",0.00951302988308986
"today","stand",0.00951302988308986
"let","stand",0.00951302988308986
"let","freedom",0.00951302988308986
"let","life",0.00805822964025375
"let","be",0.00805822964025375
"life","let",0.00805822964025375
"be","let",0.00805822964025375
"year","democracy",0.00798833489702045
"democracy","year",0.00798833489702045
"stand","child",0.0073630995158893
"child","stand",0.0073630995158893
"world","fellow",0.00733432760958145
"fellow","world",0.00733432760958145
"generation","great",0.00719924889930012
"great","generation",0.00719924889930012
"change","stand",0.00633525509888444
"citizen","stand",0.00633525509888444
"stand","change",0.00633525509888444
"stand","citizen",0.00633525509888444
"own","citizen",0.00633525509888444
"government","citizen",0.00633525509888444
"citizen","own",0.00633525509888444
"citizen","government",0.00633525509888444
"child","good",0.00587896351252218
"good","child",0.00587896351252218
"other","challenge",0.00440140845070423
"challenge","other",0.00440140845070423
"way","much",0.00218919557288638
"much","way",0.00218919557288638
"good","way",0.00218919557288638
"way","good",0.00218919557288638
"give","nation",0.00190891147984462
"nation","give",0.00190891147984462
"great","power",0.00137191121069429
"power","great",0.00137191121069429
"stand","people",-0.000667506770513771
"people","stand",-0.000667506770513771
"american","hope",-0.00145025654406829
"generation","hope",-0.00145025654406829
"hope","american",-0.00145025654406829
"hope","generation",-0.00145025654406829
"year","have",-0.00158905415666319
"have","year",-0.00158905415666319
"child","make",-0.00204679237541791
"make","child",-0.00204679237541791
"let","child",-0.00297692889338983
"child","let",-0.00297692889338983
"man","challenge",-0.00313836034004282
"challenge","man",-0.00313836034004282
"work","history",-0.00347873753529705
"history","work",-0.00347873753529705
"man","power",-0.00361201534294909
"power","man",-0.00361201534294909
"be","good",-0.00408044319284277
"good","be",-0.00408044319284277
"do","challenge",-0.00421704499474379
"challenge","do",-0.00421704499474379
"other","do",-0.00421704499474379
"do","other",-0.00421704499474379
"year","hope",-0.00435124261906633
"hope","year",-0.00435124261906633
"generation","day",-0.00475543478260871
"american","come",-0.00475543478260871
"come","american",-0.00475543478260871
"day","generation",-0.00475543478260871
"time","fellow",-0.00504272905659304
"fellow","time",-0.00504272905659304
"great","history",-0.00509533764263529
"history","great",-0.00509533764263529
"do","good",-0.00548293079133143
"good","do",-0.00548293079133143
"stand","make",-0.00700789221608284
"make","stand",-0.00700789221608284
"give","stand",-0.00700789221608284
"stand","give",-0.00700789221608284
"freedom","give",-0.00700789221608284
"give","freedom",-0.00700789221608284
"citizen","democracy",-0.00930182252184967
"democracy","citizen",-0.00930182252184967
"challenge","history",-0.00946084742713521
"history","challenge",-0.00946084742713521
"stand","challenge",-0.00946084742713521
"government","challenge",-0.00946084742713521
"stand","other",-0.00946084742713521
"challenge","stand",-0.00946084742713521
"other","stand",-0.00946084742713521
"challenge","government",-0.00946084742713521
"other","world",-0.0102860627918224
"world","other",-0.0102860627918224
"work","day",-0.0106345754287696
"day","work",-0.0106345754287696
"have","democracy",-0.0108109687516102
"democracy","have",-0.0108109687516102
"let","come",-0.0134410464464183
"let","century",-0.0134410464464183
"come","let",-0.0134410464464183
"century","let",-0.0134410464464183
"much","hope",-0.0150249191017605
"hope","much",-0.0150249191017605
"other","century",-0.0154663176294984
"century","other",-0.0154663176294984
"change","year",-0.0162358770503945
"citizen","year",-0.0162358770503945
"year","change",-0.0162358770503945
"year","citizen",-0.0162358770503945
"world","day",-0.0162651074615506
"day","world",-0.0162651074615506
"know","history",-0.0172854326280578
"history","know",-0.0172854326280578
"freedom","know",-0.0172854326280578
"know","freedom",-0.0172854326280578
"promise","day",-0.0178005616066097
"citizen","century",-0.0178005616066097
"promise","american",-0.0178005616066097
"day","promise",-0.0178005616066097
"american","promise",-0.0178005616066097
"century","citizen",-0.0178005616066097
"give","be",-0.0191784776293022
"be","give",-0.0191784776293022
"government","fellow",-0.0199311266368592
"land","life",-0.0199311266368592
"life","land",-0.0199311266368592
"freedom","man",-0.0199311266368592
"man","freedom",-0.0199311266368592
"fellow","government",-0.0199311266368592
"generation","much",-0.0201090453777433
"much","generation",-0.0201090453777433
"stand","history",-0.0235294117647059
"history","stand",-0.0235294117647059
"own","stand",-0.0235294117647059
"stand","own",-0.0235294117647059
"government","freedom",-0.0235294117647059
"freedom","government",-0.0235294117647059
"change","hope",-0.0243201540929845
"hope","change",-0.0243201540929845
"let","make",-0.0245554161054403
"make","let",-0.0245554161054403
"let","challenge",-0.0264276615880567
"challenge","let",-0.0264276615880567
"people","democracy",-0.0274421193159653
"democracy","people",-0.0274421193159653
"give","year",-0.0277272550201658
"year","give",-0.0277272550201658
"child","hope",-0.0282659043769111
"hope","child",-0.0282659043769111
"other","people",-0.0321098183013757
"people","other",-0.0321098183013757
"freedom","day",-0.0324893535300772
"stand","american",-0.0324893535300772
"own","american",-0.0324893535300772
"government","american",-0.0324893535300772
"american","stand",-0.0324893535300772
"american","own",-0.0324893535300772
"day","freedom",-0.0324893535300772
"american","government",-0.0324893535300772
"let","world",-0.0325059328741737
"world","let",-0.0325059328741737
"great","fellow",-0.0332009410926851
"fellow","great",-0.0332009410926851
"make","day",-0.0336051406354975
"give","day",-0.0336051406354975
"give","century",-0.0336051406354975
"give","american",-0.0336051406354975
"day","make",-0.0336051406354975
"day","give",-0.0336051406354975
"century","give",-0.0336051406354975
"american","give",-0.0336051406354975
"man","be",-0.0342657342657343
"be","man",-0.0342657342657343
"child","american",-0.0350877981132699
"american","child",-0.0350877981132699
"challenge","hope",-0.0354934351086651
"other","hope",-0.0354934351086651
"hope","challenge",-0.0354934351086651
"hope","other",-0.0354934351086651
"man","democracy",-0.0360174051142849
"democracy","man",-0.0360174051142849
"government","world",-0.0361798995647383
"world","government",-0.0361798995647383
"today","hope",-0.0365191849478406
"hope","today",-0.0365191849478406
"own","democracy",-0.0370150410332932
"land","democracy",-0.0370150410332932
"freedom","way",-0.0370150410332932
"democracy","own",-0.0370150410332932
"democracy","land",-0.0370150410332932
"way","freedom",-0.0370150410332932
"citizen","power",-0.0388059701492537
"power","citizen",-0.0388059701492537
"be","year",-0.0388780426003381
"year","be",-0.0388780426003381
"child","challenge",-0.0391875695411501
"challenge","child",-0.0391875695411501
"world","good",-0.0392297118135004
"good","world",-0.0392297118135004
"give","time",-0.0403369076120429
"time","give",-0.0403369076120429
"much","history",-0.0447303065060821
"history","much",-0.0447303065060821
"land","much",-0.0447303065060821
"stand","good",-0.0447303065060821
"freedom","good",-0.0447303065060821
"good","stand",-0.0447303065060821
"much","land",-0.0447303065060821
"good","freedom",-0.0447303065060821
"child","power",-0.0451019281086087
"power","child",-0.0451019281086087
"change","child",-0.0451019281086087
"child","change",-0.0451019281086087
"be","today",-0.0458699225675986
"today","be",-0.0458699225675986
"year","challenge",-0.0464039970753764
"challenge","year",-0.0464039970753764
"other","year",-0.0464039970753764
"year","other",-0.0464039970753764
"life","know",-0.0473049916791267
"know","life",-0.0473049916791267
"citizen","other",-0.0478200963451863
"other","citizen",-0.0478200963451863
"do","democracy",-0.0483969339093751
"democracy","do",-0.0483969339093751
"day","fellow",-0.048936896653333
"century","fellow",-0.048936896653333
"fellow","day",-0.048936896653333
"fellow","century",-0.048936896653333
"generation","life",-0.048936896653333
"life","generation",-0.048936896653333
"land","let",-0.0496036558189687
"let","land",-0.0496036558189687
"year","day",-0.0497336669967617
"day","year",-0.0497336669967617
"be","hope",-0.0514989962523049
"hope","be",-0.0514989962523049
"give","change",-0.052832174024302
"change","give",-0.052832174024302
"give","do",-0.0534495214356482
"do","give",-0.0534495214356482
"other","time",-0.0544559357982394
"time","other",-0.0544559357982394
"have","today",-0.0547754916383728
"today","have",-0.0547754916383728
"stand","have",-0.0566958662723475
"own","child",-0.0566958662723475
"land","child",-0.0566958662723475
"government","child",-0.0566958662723475
"have","stand",-0.0566958662723475
"child","own",-0.0566958662723475
"child","land",-0.0566958662723475
"child","government",-0.0566958662723475
"time","hope",-0.0570309834269455
"hope","time",-0.0570309834269455
"year","history",-0.0580338049025768
"history","year",-0.0580338049025768
"own","year",-0.0580338049025768
"freedom","year",-0.0580338049025768
"year","own",-0.0580338049025768
"year","freedom",-0.0580338049025768
"give","challenge",-0.0597709945910454
"challenge","give",-0.0597709945910454
"other","know",-0.0619202374506655
"know","other",-0.0619202374506655
"promise","stand",-0.0625606441014843
"stand","promise",-0.0625606441014843
"government","promise",-0.0625606441014843
"promise","government",-0.0625606441014843
"child","time",-0.0629667323605427
"time","child",-0.0629667323605427
"man","much",-0.0632468694890625
"man","good",-0.0632468694890625
"much","man",-0.0632468694890625
"good","man",-0.0632468694890625
"know","day",-0.0641097055665216
"day","know",-0.0641097055665216
"hope","day",-0.0645364162110384
"day","hope",-0.0645364162110384
"work","year",-0.0645651468174296
"year","work",-0.0645651468174296
"work","come",-0.0650585790936493
"come","work",-0.0650585790936493
"great","much",-0.0658677281925386
"much","great",-0.0658677281925386
"promise","life",-0.0664610823102632
"life","promise",-0.0664610823102632
"man","promise",-0.0664610823102632
"promise","man",-0.0664610823102632
"come","today",-0.066594275575436
"today","come",-0.066594275575436
"give","make",-0.0670995670995671
"make","give",-0.0670995670995671
"do","hope",-0.0691996969274572
"hope","do",-0.0691996969274572
"other","fellow",-0.0713976977359736
"fellow","other",-0.0713976977359736
"give","history",-0.0747508503048833
"history","give",-0.0747508503048833
"let","great",-0.0747509016427122
"great","let",-0.0747509016427122
"give","great",-0.0748668864520083
"great","give",-0.0748668864520083
"stand","time",-0.075317636522104
"time","stand",-0.075317636522104
"give","world",-0.0763608183623943
"world","give",-0.0763608183623943
"be","child",-0.0772438607989668
"child","be",-0.0772438607989668
"good","hope",-0.0772710125233397
"hope","good",-0.0772710125233397
"generation","good",-0.078425276973199
"good","generation",-0.078425276973199
"challenge","day",-0.0827447993178166
"day","challenge",-0.0827447993178166
"other","american",-0.0827447993178166
"american","other",-0.0827447993178166
"work","democracy",-0.0837663231918927
"democracy","work",-0.0837663231918927
"other","history",-0.0842875498053866
"history","other",-0.0842875498053866
"freedom","other",-0.0842875498053866
"other","freedom",-0.0842875498053866
"great","democracy",-0.0855005398040183
"democracy","great",-0.0855005398040183
"stand","life",-0.0866237426909647
"life","stand",-0.0866237426909647
"citizen","hope",-0.0904405730332861
"hope","citizen",-0.0904405730332861
"generation","do",-0.0926154634321639
"do","generation",-0.0926154634321639
"good","challenge",-0.0938512475855999
"challenge","good",-0.0938512475855999
"other","good",-0.0938512475855999
"good","other",-0.0938512475855999
"generation","make",-0.0945144580373367
"make","generation",-0.0945144580373367
"land","stand",-0.0966386554621849
"stand","land",-0.0966386554621849
"stand","day",-0.0982236269513962
"century","history",-0.0982236269513962
"stand","come",-0.0982236269513962
"freedom","come",-0.0982236269513962
"history","century",-0.0982236269513962
"day","stand",-0.0982236269513962
"come","stand",-0.0982236269513962
"come","freedom",-0.0982236269513962
"be","world",-0.09901342272935
"world","be",-0.09901342272935
"be","democracy",-0.101298951883926
"democracy","be",-0.101298951883926
"generation","fellow",-0.108901826355304
"man","come",-0.108901826355304
"generation","be",-0.108901826355304
"fellow","generation",-0.108901826355304
"be","generation",-0.108901826355304
"come","man",-0.108901826355304
"world","time",-0.112388250636438
"time","world",-0.112388250636438
"man","time",-0.114722086037491
"time","man",-0.114722086037491
"generation","work",-0.119482582758529
"work","generation",-0.119482582758529
"year","century",-0.120665290418373
"year","american",-0.120665290418373
"century","year",-0.120665290418373
"american","year",-0.120665290418373
"government","have",-0.120754832060584
"have","government",-0.120754832060584
"promise","work",-0.121295438481347
"work","promise",-0.121295438481347
"citizen","be",-0.129310149277577
"be","citizen",-0.129310149277577
"way","today",-0.129699445526079
"today","way",-0.129699445526079
"do","have",-0.129967286657732
"have","do",-0.129967286657732
"stand","great",-0.131750873330998
"great","stand",-0.131750873330998
"man","have",-0.13568052070775
"have","man",-0.13568052070775
"much","day",-0.136741508568655
"day","much",-0.136741508568655
"generation","power",-0.141692470388613
"power","generation",-0.141692470388613
"land","give",-0.142493808393684
"give","land",-0.142493808393684
"promise","do",-0.145604993428323
"do","promise",-0.145604993428323
"year","way",-0.146452806445375
"way","year",-0.146452806445375
"year","great",-0.14923701766397
"great","year",-0.14923701766397
"new","hope",-0.149989509607202
"hope","new",-0.149989509607202
"other","come",-0.150023281006135
"come","other",-0.150023281006135
"stand","be",-0.15331635874507
"be","stand",-0.15331635874507
"promise","hope",-0.156560991973588
"hope","promise",-0.156560991973588
"great","hope",-0.162769516228057
"hope","great",-0.162769516228057
"let","year",-0.167909141234519
"year","let",-0.167909141234519
"american","fellow",-0.168866756057276
"fellow","american",-0.168866756057276
"other","democracy",-0.169217819217971
"democracy","other",-0.169217819217971
"know","hope",-0.174185410627704
"hope","know",-0.174185410627704
"government","democracy",-0.180139866362027
"democracy","government",-0.180139866362027
"promise","other",-0.188848855058108
"other","promise",-0.188848855058108
"give","today",-0.188887816195695
"today","give",-0.188887816195695
"land","other",-0.233940954561889
"other","land",-0.233940954561889
"child","history",-0.248872763637058
"history","child",-0.248872763637058
"way","hope",-0.269981528211557
"hope","way",-0.269981528211557
